DATA,DATA_HORA_COMPARADOR,TEMPERATURA,PRECIPITACAO
2022-05-17 11:00:00,2022-05-17T11:00:00,14.9,0.0
2022-05-17 12:00:00,2022-05-17T12:00:00,15.6,0.0
2022-05-17 13:00:00,2022-05-17T13:00:00,16.2,0.0
2022-05-17 14:00:00,2022-05-17T14:00:00,16.9,0.0
2022-05-17 15:00:00,2022-05-17T15:00:00,18.3,0.0
2022-05-17 16:00:00,2022-05-17T16:00:00,18.9,0.0
2022-05-17 17:00:00,2022-05-17T17:00:00,19.3,0.0
2022-05-17 18:00:00,2022-05-17T18:00:00,19.5,0.0
2022-05-17 19:00:00,2022-05-17T19:00:00,19.0,0.0
2022-05-17 20:00:00,2022-05-17T20:00:00,18.1,0.0
2022-05-17 21:00:00,2022-05-17T21:00:00,16.2,0.0
2022-05-17 22:00:00,2022-05-17T22:00:00,14.7,0.0
2022-05-17 23:00:00,2022-05-17T23:00:00,13.8,0.0
2022-05-18 00:00:00,2022-05-18T00:00:00,13.0,0.0
2022-05-18 01:00:00,2022-05-18T01:00:00,12.6,0.0
2022-05-18 02:00:00,2022-05-18T02:00:00,12.0,0.0
2022-05-18 03:00:00,2022-05-18T03:00:00,10.8,0.0
2022-05-18 04:00:00,2022-05-18T04:00:00,9.9,0.0
2022-05-18 05:00:00,2022-05-18T05:00:00,8.8,0.0
2022-05-18 06:00:00,2022-05-18T06:00:00,8.3,0.0
2022-05-18 07:00:00,2022-05-18T07:00:00,7.6,0.0
2022-05-18 08:00:00,2022-05-18T08:00:00,7.0,0.0
2022-05-18 09:00:00,2022-05-18T09:00:00,6.5,0.0
2022-05-18 10:00:00,2022-05-18T10:00:00,7.1,0.0
2022-05-18 11:00:00,2022-05-18T11:00:00,8.1,0.0
2022-05-18 12:00:00,2022-05-18T12:00:00,9.2,0.0
2022-05-18 13:00:00,2022-05-18T13:00:00,10.2,0.0
2022-05-18 14:00:00,2022-05-18T14:00:00,11.4,0.0
2022-05-18 15:00:00,2022-05-18T15:00:00,13.2,0.0
2022-05-18 16:00:00,2022-05-18T16:00:00,13.8,0.0
2022-05-18 17:00:00,2022-05-18T17:00:00,14.3,0.0
2022-05-18 18:00:00,2022-05-18T18:00:00,14.4,0.0
2022-05-18 19:00:00,2022-05-18T19:00:00,13.7,0.0
2022-05-18 20:00:00,2022-05-18T20:00:00,12.2,0.0
2022-05-18 21:00:00,2022-05-18T21:00:00,9.9,0.0
2022-05-18 22:00:00,2022-05-18T22:00:00,8.1,0.0
2022-05-18 23:00:00,2022-05-18T23:00:00,7.9,0.0
2022-05-19 00:00:00,2022-05-19T00:00:00,7.8,0.0
2022-05-19 01:00:00,2022-05-19T01:00:00,7.8,0.0
2022-05-19 02:00:00,2022-05-19T02:00:00,7.3,0.0
2022-05-19 03:00:00,2022-05-19T03:00:00,6.5,0.0
2022-05-19 04:00:00,2022-05-19T04:00:00,5.9,0.0
2022-05-19 05:00:00,2022-05-19T05:00:00,5.3,0.0
2022-05-19 06:00:00,2022-05-19T06:00:00,4.9,0.0
2022-05-19 07:00:00,2022-05-19T07:00:00,4.2,0.0
2022-05-19 08:00:00,2022-05-19T08:00:00,3.9,0.0
2022-05-19 09:00:00,2022-05-19T09:00:00,3.7,0.0
2022-05-19 10:00:00,2022-05-19T10:00:00,5.3,0.0
2022-05-19 11:00:00,2022-05-19T11:00:00,6.8,0.0
2022-05-19 12:00:00,2022-05-19T12:00:00,8.2,0.0
2022-05-19 13:00:00,2022-05-19T13:00:00,9.7,0.0
2022-05-19 14:00:00,2022-05-19T14:00:00,11.3,0.0
2022-05-19 15:00:00,2022-05-19T15:00:00,13.9,0.0
2022-05-19 16:00:00,2022-05-19T16:00:00,14.9,0.0
2022-05-19 17:00:00,2022-05-19T17:00:00,15.4,0.0
2022-05-19 18:00:00,2022-05-19T18:00:00,15.6,0.0
2022-05-19 19:00:00,2022-05-19T19:00:00,15.1,0.0
2022-05-19 20:00:00,2022-05-19T20:00:00,13.8,0.0
2022-05-19 21:00:00,2022-05-19T21:00:00,11.7,0.0
2022-05-19 22:00:00,2022-05-19T22:00:00,9.9,0.0
2022-05-19 23:00:00,2022-05-19T23:00:00,9.4,0.0
2022-05-20 00:00:00,2022-05-20T00:00:00,8.8,0.0
2022-05-20 01:00:00,2022-05-20T01:00:00,7.8,0.0
2022-05-20 02:00:00,2022-05-20T02:00:00,6.7,0.0
2022-05-20 03:00:00,2022-05-20T03:00:00,5.9,0.0
2022-05-20 04:00:00,2022-05-20T04:00:00,5.3,0.0
2022-05-20 05:00:00,2022-05-20T05:00:00,5.0,0.0
2022-05-20 06:00:00,2022-05-20T06:00:00,4.6,0.0
2022-05-20 07:00:00,2022-05-20T07:00:00,4.2,0.0
2022-05-20 08:00:00,2022-05-20T08:00:00,3.7,0.0
2022-05-20 09:00:00,2022-05-20T09:00:00,3.6,0.0
2022-05-20 10:00:00,2022-05-20T10:00:00,6.3,0.0
2022-05-20 11:00:00,2022-05-20T11:00:00,9.6,0.0
2022-05-20 12:00:00,2022-05-20T12:00:00,12.0,0.0
2022-05-20 13:00:00,2022-05-20T13:00:00,13.8,0.0
2022-05-20 14:00:00,2022-05-20T14:00:00,15.0,0.0
2022-05-20 15:00:00,2022-05-20T15:00:00,17.3,0.0
2022-05-20 16:00:00,2022-05-20T16:00:00,17.8,0.0
2022-05-20 17:00:00,2022-05-20T17:00:00,18.3,0.0
2022-05-20 18:00:00,2022-05-20T18:00:00,18.4,0.0
2022-05-20 19:00:00,2022-05-20T19:00:00,17.8,0.0
2022-05-20 20:00:00,2022-05-20T20:00:00,15.8,0.0
2022-05-20 21:00:00,2022-05-20T21:00:00,12.6,0.0
2022-05-20 22:00:00,2022-05-20T22:00:00,10.0,0.0
2022-05-20 23:00:00,2022-05-20T23:00:00,9.0,0.0
2022-05-21 00:00:00,2022-05-21T00:00:00,8.8,0.0
2022-05-21 01:00:00,2022-05-21T01:00:00,9.9,0.0
2022-05-21 02:00:00,2022-05-21T02:00:00,9.4,0.0
2022-05-21 03:00:00,2022-05-21T03:00:00,8.6,0.0
2022-05-21 04:00:00,2022-05-21T04:00:00,8.2,0.0
2022-05-21 05:00:00,2022-05-21T05:00:00,7.4,0.0
2022-05-21 06:00:00,2022-05-21T06:00:00,7.1,0.0
2022-05-21 07:00:00,2022-05-21T07:00:00,6.7,0.0
2022-05-21 08:00:00,2022-05-21T08:00:00,6.5,0.0
2022-05-21 09:00:00,2022-05-21T09:00:00,6.5,0.0
2022-05-21 10:00:00,2022-05-21T10:00:00,8.3,0.0
2022-05-21 11:00:00,2022-05-21T11:00:00,10.5,0.0
2022-05-21 12:00:00,2022-05-21T12:00:00,13.1,0.0
2022-05-21 13:00:00,2022-05-21T13:00:00,14.7,0.0
2022-05-21 14:00:00,2022-05-21T14:00:00,16.6,0.0
2022-05-21 15:00:00,2022-05-21T15:00:00,18.7,0.0
2022-05-21 16:00:00,2022-05-21T16:00:00,19.3,0.0
2022-05-21 17:00:00,2022-05-21T17:00:00,19.4,0.0
2022-05-21 18:00:00,2022-05-21T18:00:00,19.5,0.0
2022-05-21 19:00:00,2022-05-21T19:00:00,18.7,0.0
2022-05-21 20:00:00,2022-05-21T20:00:00,16.8,0.0
2022-05-21 21:00:00,2022-05-21T21:00:00,13.8,0.0
2022-05-21 22:00:00,2022-05-21T22:00:00,11.7,0.0
2022-05-21 23:00:00,2022-05-21T23:00:00,10.7,0.0
2022-05-22 00:00:00,2022-05-22T00:00:00,10.0,0.0
2022-05-22 01:00:00,2022-05-22T01:00:00,10.2,0.0
2022-05-22 02:00:00,2022-05-22T02:00:00,10.2,0.0
2022-05-22 03:00:00,2022-05-22T03:00:00,9.6,0.0
2022-05-22 04:00:00,2022-05-22T04:00:00,9.5,0.0
2022-05-22 05:00:00,2022-05-22T05:00:00,9.0,0.0
2022-05-22 06:00:00,2022-05-22T06:00:00,8.5,0.0
2022-05-22 07:00:00,2022-05-22T07:00:00,8.2,0.0
2022-05-22 08:00:00,2022-05-22T08:00:00,7.4,0.0
2022-05-22 09:00:00,2022-05-22T09:00:00,6.4,0.0
2022-05-22 10:00:00,2022-05-22T10:00:00,8.4,0.0
2022-05-22 11:00:00,2022-05-22T11:00:00,11.2,0.0
2022-05-22 12:00:00,2022-05-22T12:00:00,13.9,0.0
2022-05-22 13:00:00,2022-05-22T13:00:00,16.1,0.0
2022-05-22 14:00:00,2022-05-22T14:00:00,17.5,0.0
2022-05-22 15:00:00,2022-05-22T15:00:00,19.6,0.0
2022-05-22 16:00:00,2022-05-22T16:00:00,19.9,0.0
2022-05-22 17:00:00,2022-05-22T17:00:00,20.4,0.0
2022-05-22 18:00:00,2022-05-22T18:00:00,20.2,0.0
2022-05-22 19:00:00,2022-05-22T19:00:00,19.6,0.0
2022-05-22 20:00:00,2022-05-22T20:00:00,18.0,0.0
2022-05-22 21:00:00,2022-05-22T21:00:00,14.6,0.0
2022-05-22 22:00:00,2022-05-22T22:00:00,12.7,0.0
2022-05-22 23:00:00,2022-05-22T23:00:00,11.9,0.0
2022-05-23 00:00:00,2022-05-23T00:00:00,11.3,0.0
2022-05-23 01:00:00,2022-05-23T01:00:00,10.5,0.0
2022-05-23 02:00:00,2022-05-23T02:00:00,10.3,0.0
2022-05-23 03:00:00,2022-05-23T03:00:00,10.3,0.0
2022-05-23 04:00:00,2022-05-23T04:00:00,9.9,0.0
2022-05-23 05:00:00,2022-05-23T05:00:00,9.3,0.0
2022-05-23 06:00:00,2022-05-23T06:00:00,8.2,0.0
2022-05-23 07:00:00,2022-05-23T07:00:00,7.7,0.0
2022-05-23 08:00:00,2022-05-23T08:00:00,7.5,0.0
2022-05-23 09:00:00,2022-05-23T09:00:00,7.5,0.0
2022-05-23 10:00:00,2022-05-23T10:00:00,10.1,0.0
2022-05-23 11:00:00,2022-05-23T11:00:00,12.2,0.0
2022-05-23 12:00:00,2022-05-23T12:00:00,13.6,0.0
2022-05-23 13:00:00,2022-05-23T13:00:00,15.6,0.0
2022-05-23 14:00:00,2022-05-23T14:00:00,17.3,0.0
2022-05-23 15:00:00,2022-05-23T15:00:00,19.8,0.0
2022-05-23 16:00:00,2022-05-23T16:00:00,20.1,0.0
2022-05-23 17:00:00,2022-05-23T17:00:00,20.6,0.0
2022-05-23 18:00:00,2022-05-23T18:00:00,20.3,0.0
2022-05-23 19:00:00,2022-05-23T19:00:00,19.7,0.0
2022-05-23 20:00:00,2022-05-23T20:00:00,18.6,0.0
2022-05-23 21:00:00,2022-05-23T21:00:00,15.3,0.0
2022-05-23 22:00:00,2022-05-23T22:00:00,13.1,0.0
2022-05-23 23:00:00,2022-05-23T23:00:00,11.8,0.0
2022-05-24 00:00:00,2022-05-24T00:00:00,11.1,0.0
2022-05-24 01:00:00,2022-05-24T01:00:00,10.6,0.0
2022-05-24 02:00:00,2022-05-24T02:00:00,10.7,0.0
2022-05-24 03:00:00,2022-05-24T03:00:00,10.2,0.0
2022-05-24 04:00:00,2022-05-24T04:00:00,9.5,0.0
2022-05-24 05:00:00,2022-05-24T05:00:00,9.4,0.0
2022-05-24 06:00:00,2022-05-24T06:00:00,9.3,0.0
2022-05-24 07:00:00,2022-05-24T07:00:00,9.1,0.0
2022-05-24 08:00:00,2022-05-24T08:00:00,9.1,0.0
2022-05-24 09:00:00,2022-05-24T09:00:00,9.1,0.0
2022-05-24 10:00:00,2022-05-24T10:00:00,11.0,0.0
2022-05-24 11:00:00,2022-05-24T11:00:00,13.3,0.0
2022-05-24 12:00:00,2022-05-24T12:00:00,15.1,0.0
2022-05-24 13:00:00,2022-05-24T13:00:00,16.8,0.0
2022-05-24 14:00:00,2022-05-24T14:00:00,18.0,0.0
2022-05-24 15:00:00,2022-05-24T15:00:00,19.6,0.0
2022-05-24 16:00:00,2022-05-24T16:00:00,20.3,0.0
2022-05-24 17:00:00,2022-05-24T17:00:00,20.5,0.0
2022-05-24 18:00:00,2022-05-24T18:00:00,20.3,0.0
2022-05-24 19:00:00,2022-05-24T19:00:00,19.1,0.0
2022-05-24 20:00:00,2022-05-24T20:00:00,18.0,0.0
2022-05-24 21:00:00,2022-05-24T21:00:00,15.5,0.0
2022-05-24 22:00:00,2022-05-24T22:00:00,13.3,0.0
2022-05-24 23:00:00,2022-05-24T23:00:00,11.8,0.0
2022-05-25 00:00:00,2022-05-25T00:00:00,11.4,0.0
2022-05-25 01:00:00,2022-05-25T01:00:00,11.3,0.0
2022-05-25 02:00:00,2022-05-25T02:00:00,11.3,0.0
2022-05-25 03:00:00,2022-05-25T03:00:00,10.3,0.0
2022-05-25 04:00:00,2022-05-25T04:00:00,9.9,0.0
2022-05-25 05:00:00,2022-05-25T05:00:00,9.3,0.0
2022-05-25 06:00:00,2022-05-25T06:00:00,9.2,0.0
2022-05-25 07:00:00,2022-05-25T07:00:00,9.3,0.0
2022-05-25 08:00:00,2022-05-25T08:00:00,9.9,0.0
2022-05-25 09:00:00,2022-05-25T09:00:00,9.9,0.0
2022-05-25 10:00:00,2022-05-25T10:00:00,11.6,0.0
2022-05-25 11:00:00,2022-05-25T11:00:00,13.3,0.0
2022-05-25 12:00:00,2022-05-25T12:00:00,14.9,0.0
2022-05-25 13:00:00,2022-05-25T13:00:00,15.7,0.1
2022-05-25 14:00:00,2022-05-25T14:00:00,16.1,0.1
2022-05-25 15:00:00,2022-05-25T15:00:00,17.7,0.1
2022-05-25 16:00:00,2022-05-25T16:00:00,18.5,0.0
2022-05-25 17:00:00,2022-05-25T17:00:00,18.3,0.0
2022-05-25 18:00:00,2022-05-25T18:00:00,18.5,0.0
2022-05-25 19:00:00,2022-05-25T19:00:00,17.9,0.0
2022-05-25 20:00:00,2022-05-25T20:00:00,17.2,0.0
2022-05-25 21:00:00,2022-05-25T21:00:00,15.4,0.0
2022-05-25 22:00:00,2022-05-25T22:00:00,13.8,0.0
2022-05-25 23:00:00,2022-05-25T23:00:00,13.0,0.0
2022-05-26 00:00:00,2022-05-26T00:00:00,12.8,0.0
2022-05-26 01:00:00,2022-05-26T01:00:00,13.0,0.0
2022-05-26 02:00:00,2022-05-26T02:00:00,13.0,0.0
2022-05-26 03:00:00,2022-05-26T03:00:00,12.7,0.0
2022-05-26 04:00:00,2022-05-26T04:00:00,12.2,0.0
2022-05-26 05:00:00,2022-05-26T05:00:00,12.4,0.0
2022-05-26 06:00:00,2022-05-26T06:00:00,11.8,0.0
2022-05-26 07:00:00,2022-05-26T07:00:00,11.8,0.0
2022-05-26 08:00:00,2022-05-26T08:00:00,12.0,0.0
2022-05-26 09:00:00,2022-05-26T09:00:00,12.2,0.0
2022-05-26 10:00:00,2022-05-26T10:00:00,13.1,0.0
2022-05-26 11:00:00,2022-05-26T11:00:00,14.3,0.0
2022-05-26 12:00:00,2022-05-26T12:00:00,16.4,0.0
2022-05-26 13:00:00,2022-05-26T13:00:00,17.4,0.0
2022-05-26 14:00:00,2022-05-26T14:00:00,18.8,0.0
2022-05-26 15:00:00,2022-05-26T15:00:00,20.4,0.0
2022-05-26 16:00:00,2022-05-26T16:00:00,20.6,0.0
2022-05-26 17:00:00,2022-05-26T17:00:00,20.8,0.0
2022-05-26 18:00:00,2022-05-26T18:00:00,20.8,0.0
2022-05-26 19:00:00,2022-05-26T19:00:00,19.8,0.0
2022-05-26 20:00:00,2022-05-26T20:00:00,18.4,0.0
2022-05-26 21:00:00,2022-05-26T21:00:00,16.2,0.0
2022-05-26 22:00:00,2022-05-26T22:00:00,14.2,0.0
2022-05-26 23:00:00,2022-05-26T23:00:00,12.8,0.0
2022-05-27 00:00:00,2022-05-27T00:00:00,12.4,0.0
2022-05-27 01:00:00,2022-05-27T01:00:00,12.4,0.0
2022-05-27 02:00:00,2022-05-27T02:00:00,11.3,0.0
2022-05-27 03:00:00,2022-05-27T03:00:00,10.7,0.0
2022-05-27 04:00:00,2022-05-27T04:00:00,10.3,0.0
2022-05-27 05:00:00,2022-05-27T05:00:00,10.4,0.0
2022-05-27 06:00:00,2022-05-27T06:00:00,10.2,0.0
2022-05-27 07:00:00,2022-05-27T07:00:00,10.0,0.0
2022-05-27 08:00:00,2022-05-27T08:00:00,10.2,0.0
2022-05-27 09:00:00,2022-05-27T09:00:00,10.7,0.0
2022-05-27 10:00:00,2022-05-27T10:00:00,12.5,0.0
2022-05-27 11:00:00,2022-05-27T11:00:00,14.1,0.0
2022-05-27 12:00:00,2022-05-27T12:00:00,16.1,0.0
2022-05-27 13:00:00,2022-05-27T13:00:00,17.2,0.0
2022-05-27 14:00:00,2022-05-27T14:00:00,18.1,0.0
2022-05-27 15:00:00,2022-05-27T15:00:00,20.0,0.0
2022-05-27 16:00:00,2022-05-27T16:00:00,20.6,0.0
2022-05-27 17:00:00,2022-05-27T17:00:00,20.9,0.0
2022-05-27 18:00:00,2022-05-27T18:00:00,20.5,0.0
2022-05-27 19:00:00,2022-05-27T19:00:00,19.8,0.0
2022-05-27 20:00:00,2022-05-27T20:00:00,18.4,0.0
2022-05-27 21:00:00,2022-05-27T21:00:00,15.6,0.0
2022-05-27 22:00:00,2022-05-27T22:00:00,13.3,0.0
2022-05-27 23:00:00,2022-05-27T23:00:00,12.2,0.0
2022-05-28 00:00:00,2022-05-28T00:00:00,11.5,0.0
2022-05-28 01:00:00,2022-05-28T01:00:00,11.1,0.0
2022-05-28 02:00:00,2022-05-28T02:00:00,10.6,0.0
2022-05-28 03:00:00,2022-05-28T03:00:00,9.8,0.0
2022-05-28 04:00:00,2022-05-28T04:00:00,9.3,0.0
2022-05-28 05:00:00,2022-05-28T05:00:00,9.1,0.0
2022-05-28 06:00:00,2022-05-28T06:00:00,8.9,0.0
2022-05-28 07:00:00,2022-05-28T07:00:00,8.5,0.0
2022-05-28 08:00:00,2022-05-28T08:00:00,8.5,0.0
2022-05-28 09:00:00,2022-05-28T09:00:00,8.4,0.0
2022-05-28 10:00:00,2022-05-28T10:00:00,10.1,0.0
2022-05-28 11:00:00,2022-05-28T11:00:00,12.7,0.0
2022-05-28 12:00:00,2022-05-28T12:00:00,14.8,0.0
2022-05-28 13:00:00,2022-05-28T13:00:00,17.0,0.0
2022-05-28 14:00:00,2022-05-28T14:00:00,18.2,0.0
2022-05-28 15:00:00,2022-05-28T15:00:00,20.4,0.0
2022-05-28 16:00:00,2022-05-28T16:00:00,20.8,0.0
2022-05-28 17:00:00,2022-05-28T17:00:00,21.1,0.0
2022-05-28 18:00:00,2022-05-28T18:00:00,21.0,0.0
2022-05-28 19:00:00,2022-05-28T19:00:00,20.2,0.0
2022-05-28 20:00:00,2022-05-28T20:00:00,18.6,0.0
2022-05-28 21:00:00,2022-05-28T21:00:00,15.4,0.0
2022-05-28 22:00:00,2022-05-28T22:00:00,13.9,0.0
2022-05-28 23:00:00,2022-05-28T23:00:00,13.2,0.0
2022-05-29 00:00:00,2022-05-29T00:00:00,12.6,0.0
2022-05-29 01:00:00,2022-05-29T01:00:00,12.4,0.0
2022-05-29 02:00:00,2022-05-29T02:00:00,12.2,0.0
2022-05-29 03:00:00,2022-05-29T03:00:00,11.6,0.0
2022-05-29 04:00:00,2022-05-29T04:00:00,11.4,0.0
2022-05-29 05:00:00,2022-05-29T05:00:00,10.8,0.0
2022-05-29 06:00:00,2022-05-29T06:00:00,10.3,0.0
2022-05-29 07:00:00,2022-05-29T07:00:00,10.3,0.0
2022-05-29 08:00:00,2022-05-29T08:00:00,10.1,0.0
2022-05-29 09:00:00,2022-05-29T09:00:00,10.4,0.0
2022-05-29 10:00:00,2022-05-29T10:00:00,12.1,0.0
2022-05-29 11:00:00,2022-05-29T11:00:00,14.9,0.0
2022-05-29 12:00:00,2022-05-29T12:00:00,17.0,0.0
2022-05-29 13:00:00,2022-05-29T13:00:00,18.7,0.0
2022-05-29 14:00:00,2022-05-29T14:00:00,20.0,0.0
2022-05-29 15:00:00,2022-05-29T15:00:00,22.2,0.0
2022-05-29 16:00:00,2022-05-29T16:00:00,22.8,0.0
2022-05-29 17:00:00,2022-05-29T17:00:00,22.9,0.0
2022-05-29 18:00:00,2022-05-29T18:00:00,22.7,0.0
2022-05-29 19:00:00,2022-05-29T19:00:00,22.1,0.0
2022-05-29 20:00:00,2022-05-29T20:00:00,20.6,0.0
2022-05-29 21:00:00,2022-05-29T21:00:00,16.9,0.0
2022-05-29 22:00:00,2022-05-29T22:00:00,16.1,0.0
2022-05-29 23:00:00,2022-05-29T23:00:00,15.6,0.0
2022-05-30 00:00:00,2022-05-30T00:00:00,14.1,0.0
2022-05-30 01:00:00,2022-05-30T01:00:00,13.9,0.0
2022-05-30 02:00:00,2022-05-30T02:00:00,13.6,0.0
2022-05-30 03:00:00,2022-05-30T03:00:00,12.8,0.0
2022-05-30 04:00:00,2022-05-30T04:00:00,12.4,0.0
2022-05-30 05:00:00,2022-05-30T05:00:00,12.0,0.0
2022-05-30 06:00:00,2022-05-30T06:00:00,11.6,0.0
2022-05-30 07:00:00,2022-05-30T07:00:00,11.5,0.0
2022-05-30 08:00:00,2022-05-30T08:00:00,11.4,0.0
2022-05-30 09:00:00,2022-05-30T09:00:00,11.3,0.0
2022-05-30 10:00:00,2022-05-30T10:00:00,13.3,0.0
2022-05-30 11:00:00,2022-05-30T11:00:00,16.0,0.0
2022-05-30 12:00:00,2022-05-30T12:00:00,18.0,0.0
2022-05-30 13:00:00,2022-05-30T13:00:00,19.2,0.0
2022-05-30 14:00:00,2022-05-30T14:00:00,21.1,0.0
2022-05-30 15:00:00,2022-05-30T15:00:00,23.4,0.0
2022-05-30 16:00:00,2022-05-30T16:00:00,24.2,0.0
2022-05-30 17:00:00,2022-05-30T17:00:00,24.6,0.0
2022-05-30 18:00:00,2022-05-30T18:00:00,24.6,0.0
2022-05-30 19:00:00,2022-05-30T19:00:00,23.9,0.0
2022-05-30 20:00:00,2022-05-30T20:00:00,23.7,0.0
2022-05-30 21:00:00,2022-05-30T21:00:00,23.0,0.0
2022-05-30 22:00:00,2022-05-30T22:00:00,16.4,0.0
2022-05-30 23:00:00,2022-05-30T23:00:00,15.8,0.0
2022-05-31 00:00:00,2022-05-31T00:00:00,15.9,0.0
2022-05-31 01:00:00,2022-05-31T01:00:00,16.0,0.0
2022-05-31 02:00:00,2022-05-31T02:00:00,16.1,0.0
2022-05-31 03:00:00,2022-05-31T03:00:00,15.4,0.0
2022-05-31 04:00:00,2022-05-31T04:00:00,15.1,0.0
2022-05-31 05:00:00,2022-05-31T05:00:00,13.8,0.0
2022-05-31 06:00:00,2022-05-31T06:00:00,13.1,0.0
2022-05-31 07:00:00,2022-05-31T07:00:00,13.3,0.0
2022-05-31 08:00:00,2022-05-31T08:00:00,12.7,0.0
2022-05-31 09:00:00,2022-05-31T09:00:00,12.7,0.0
2022-05-31 10:00:00,2022-05-31T10:00:00,15.3,0.0
2022-05-31 11:00:00,2022-05-31T11:00:00,16.7,0.0
2022-05-31 12:00:00,2022-05-31T12:00:00,19.1,0.0
2022-05-31 13:00:00,2022-05-31T13:00:00,20.9,0.0
2022-05-31 14:00:00,2022-05-31T14:00:00,22.8,0.0
2022-05-31 15:00:00,2022-05-31T15:00:00,24.6,0.0
2022-05-31 16:00:00,2022-05-31T16:00:00,25.2,0.0
2022-05-31 17:00:00,2022-05-31T17:00:00,25.4,0.0
2022-05-31 18:00:00,2022-05-31T18:00:00,25.3,0.0
2022-05-31 19:00:00,2022-05-31T19:00:00,24.8,0.0
2022-05-31 20:00:00,2022-05-31T20:00:00,22.6,0.0
2022-05-31 21:00:00,2022-05-31T21:00:00,20.1,0.0
2022-05-31 22:00:00,2022-05-31T22:00:00,17.8,0.0
2022-05-31 23:00:00,2022-05-31T23:00:00,17.7,0.0
2022-06-01 00:00:00,2022-06-01T00:00:00,17.4,0.0
2022-06-01 01:00:00,2022-06-01T01:00:00,17.5,0.0
2022-06-01 02:00:00,2022-06-01T02:00:00,17.0,0.0
2022-06-01 03:00:00,2022-06-01T03:00:00,16.5,0.0
2022-06-01 04:00:00,2022-06-01T04:00:00,15.2,0.0
2022-06-01 05:00:00,2022-06-01T05:00:00,14.7,0.0
2022-06-01 06:00:00,2022-06-01T06:00:00,14.7,0.0
2022-06-01 07:00:00,2022-06-01T07:00:00,14.4,0.0
2022-06-01 08:00:00,2022-06-01T08:00:00,13.8,0.0
2022-06-01 09:00:00,2022-06-01T09:00:00,14.1,0.0
2022-06-01 10:00:00,2022-06-01T10:00:00,15.9,0.0
2022-06-01 11:00:00,2022-06-01T11:00:00,17.2,0.0
2022-06-01 12:00:00,2022-06-01T12:00:00,18.8,0.0
2022-06-01 13:00:00,2022-06-01T13:00:00,20.5,0.0
2022-06-01 14:00:00,2022-06-01T14:00:00,21.5,0.0
2022-06-01 15:00:00,2022-06-01T15:00:00,23.0,0.0
2022-06-01 16:00:00,2022-06-01T16:00:00,23.5,0.0
2022-06-01 17:00:00,2022-06-01T17:00:00,23.4,0.0
2022-06-01 18:00:00,2022-06-01T18:00:00,23.1,0.0
2022-06-01 19:00:00,2022-06-01T19:00:00,22.3,0.0
2022-06-01 20:00:00,2022-06-01T20:00:00,21.1,0.0
2022-06-01 21:00:00,2022-06-01T21:00:00,18.6,0.0
2022-06-01 22:00:00,2022-06-01T22:00:00,16.9,0.0
2022-06-01 23:00:00,2022-06-01T23:00:00,16.0,0.0
2022-06-02 00:00:00,2022-06-02T00:00:00,15.3,0.0
2022-06-02 01:00:00,2022-06-02T01:00:00,14.9,0.0
2022-06-02 02:00:00,2022-06-02T02:00:00,14.6,0.0
2022-06-02 03:00:00,2022-06-02T03:00:00,14.1,0.0
2022-06-02 04:00:00,2022-06-02T04:00:00,13.7,0.0
2022-06-02 05:00:00,2022-06-02T05:00:00,13.3,0.0
2022-06-02 06:00:00,2022-06-02T06:00:00,12.9,0.0
2022-06-02 07:00:00,2022-06-02T07:00:00,12.8,0.0
2022-06-02 08:00:00,2022-06-02T08:00:00,12.5,0.0
2022-06-02 09:00:00,2022-06-02T09:00:00,12.4,0.0
2022-06-02 10:00:00,2022-06-02T10:00:00,13.9,0.0
2022-06-02 11:00:00,2022-06-02T11:00:00,16.5,0.0
2022-06-02 12:00:00,2022-06-02T12:00:00,19.1,0.0
2022-06-02 13:00:00,2022-06-02T13:00:00,20.6,0.0
2022-06-02 14:00:00,2022-06-02T14:00:00,22.0,0.0
2022-06-02 15:00:00,2022-06-02T15:00:00,24.0,0.0
2022-06-02 16:00:00,2022-06-02T16:00:00,24.6,0.0
2022-06-02 17:00:00,2022-06-02T17:00:00,25.1,0.0
2022-06-02 18:00:00,2022-06-02T18:00:00,24.9,0.0
2022-06-02 19:00:00,2022-06-02T19:00:00,24.0,0.0
2022-06-02 20:00:00,2022-06-02T20:00:00,22.2,0.0
2022-06-02 21:00:00,2022-06-02T21:00:00,18.4,0.0
2022-06-02 22:00:00,2022-06-02T22:00:00,17.2,0.0
2022-06-02 23:00:00,2022-06-02T23:00:00,16.6,0.0
2022-06-03 00:00:00,2022-06-03T00:00:00,16.4,0.0
2022-06-03 01:00:00,2022-06-03T01:00:00,16.4,0.0
2022-06-03 02:00:00,2022-06-03T02:00:00,15.9,0.0
2022-06-03 03:00:00,2022-06-03T03:00:00,14.6,0.0
2022-06-03 04:00:00,2022-06-03T04:00:00,13.7,0.0
2022-06-03 05:00:00,2022-06-03T05:00:00,13.7,0.0
2022-06-03 06:00:00,2022-06-03T06:00:00,13.9,0.0
2022-06-03 07:00:00,2022-06-03T07:00:00,14.2,0.0
2022-06-03 08:00:00,2022-06-03T08:00:00,13.9,0.0
2022-06-03 09:00:00,2022-06-03T09:00:00,12.4,0.0
2022-06-03 10:00:00,2022-06-03T10:00:00,13.9,0.0
2022-06-03 11:00:00,2022-06-03T11:00:00,17.0,0.0
2022-06-03 12:00:00,2022-06-03T12:00:00,19.6,0.0
